Mundial,link,Posicion,Jugador,Goles,Partidos,Promedio de Gol,Selección
Mundial 2010,/jugadores/gabriel_heinze.php,54,Gabriel Heinze,1 ,4,0.25,Argentina
Mundial 2010,/jugadores/klaas_jan_huntelaar.php,55,Klaas Jan Huntelaar,1 ,4,0.25,Holanda
Mundial 2010,/jugadores/vincenzo_iaquinta.php,56,Vincenzo Iaquinta,1 ,3,0.33,Italia
Mundial 2010,/jugadores/marcell_jansen.php,57,Marcell Jansen,1 ,4,0.25,Alemania
Mundial 2010,/jugadores/yun_nam_ji.php,58,Yun Nam Ji,1 ,3,0.33,CoreadelNorte
Mundial 2010,/jugadores/milan_jovanovic.php,59,Milan Jovanovic,1 ,3,0.33,Serbia
Mundial 2010,/jugadores/juan.php,60,Juan,1 ,5,0.20,Brasil
Mundial 2010,/jugadores/salomon_kalou.php,61,Salomon Kalou,1 ,3,0.33,CostadeMarfil
Mundial 2010,/jugadores/sami_khedira.php,62,Sami Khedira,1 ,7,0.14,Alemania
Mundial 2010,/jugadores/bongani_khumalo.php,63,Bongani Khumalo,1 ,3,0.33,Sudafrica
Mundial 2010,/jugadores/kamil_kopunek.php,64,Kamil Kopunek,1 ,2,0.50,Eslovaquia
Mundial 2010,/jugadores/robert_koren.php,65,Robert Koren,1 ,3,0.33,Eslovenia
Mundial 2010,/jugadores/dirk_kuyt.php,66,Dirk Kuyt,1 ,7,0.14,Holanda
Mundial 2010,/jugadores/liedson.php,67,Liedson,1 ,3,0.33,Portugal
Mundial 2010,/jugadores/zlatan_ljubijankic.php,68,Zlatan Ljubijankic,1 ,3,0.33,Eslovenia
Mundial 2010,/jugadores/maicon.php,69,Maicon,1 ,5,0.20,Brasil
Mundial 2010,/jugadores/florent_malouda.php,70,Florent Malouda,1 ,3,0.33,Francia
Mundial 2010,/jugadores/rafael_marquez.php,71,Rafael Marquez,1 ,4,0.25,Mexico
Mundial 2010,/jugadores/raul_meireles.php,72,Raul Meireles,1 ,4,0.25,Portugal
Mundial 2010,/jugadores/rodrigo_millar.php,73,Rodrigo Millar,1 ,3,0.33,Chile
Mundial 2010,/jugadores/katlego_mphela.php,74,Katlego Mphela,1 ,3,0.33,Sudafrica
Mundial 2010,/jugadores/sulley_muntari.php,75,Sulley Muntari,1 ,4,0.25,Ghana
Mundial 2010,/jugadores/shinji_okazaki.php,76,Shinji Okazaki,1 ,4,0.25,Japon
Mundial 2010,/jugadores/mesut_ozil.php,77,Mesut Ozil,1 ,7,0.14,Alemania
Mundial 2010,/jugadores/martin_palermo.php,78,Martin Palermo,1 ,1,1.00,Argentina
Mundial 2010,/jugadores/marko_pantelic.php,79,Marko Pantelic,1 ,2,0.50,Serbia
Mundial 2010,/jugadores/chu_young_park.php,80,Chu Young Park,1 ,4,0.25,CoreadelSur
Mundial 2010,/jugadores/ji_sung_park.php,81,Ji Sung Park,1 ,4,0.25,CoreadelSur
Mundial 2010,/jugadores/alvaro_pereira.php,82,Alvaro Pereira,1 ,5,0.20,Uruguay
Mundial 2010,/jugadores/maximiliano_pereira.php,83,Maximiliano Pereira,1 ,7,0.14,Uruguay
Mundial 2010,/jugadores/carles_puyol.php,84,Carles Puyol,1 ,7,0.14,España
Mundial 2010,/jugadores/fabio_quagliarella.php,85,Fabio Quagliarella,1 ,1,1.00,Italia
Mundial 2010,/jugadores/winston_reid.php,86,Winston Reid,1 ,3,0.33,NuevaZelanda
Mundial 2010,/jugadores/cristian_riveros.php,87,Cristian Riveros,1 ,5,0.20,Paraguay
Mundial 2010,/jugadores/romaric.php,88,Romaric,1 ,3,0.33,CostadeMarfil
Mundial 2010,/jugadores/dennis_rommedahl.php,89,Dennis Rommedahl,1 ,3,0.33,Dinamarca
Mundial 2010,/jugadores/dimitrios_salpingidis.php,90,Dimitrios Salpingidis,1 ,2,0.50,Grecia
Mundial 2010,/jugadores/simao.php,91,Simao,1 ,4,0.25,Portugal
Mundial 2010,/jugadores/shane_smeltz.php,92,Shane Smeltz,1 ,3,0.33,NuevaZelanda
Mundial 2010,/jugadores/jon_dahl_tomasson.php,93,Jon Dahl Tomasson,1 ,2,0.50,Dinamarca
Mundial 2010,/jugadores/vasileios_torosidis.php,94,Vasileios Torosidis,1 ,3,0.33,Grecia
Mundial 2010,/jugadores/yaya_toure.php,95,Yaya Toure,1 ,3,0.33,CostadeMarfil
Mundial 2010,/jugadores/siphiwe_tshabalala.php,96,Siphiwe Tshabalala,1 ,3,0.33,Sudafrica
Mundial 2010,/jugadores/matt_upson.php,97,Matt Upson,1 ,2,0.50,Inglaterra
Mundial 2010,/jugadores/giovanni_van_bronckhorst.php,98,Giovanni Van Bronckhorst,1 ,7,0.14,Holanda
Mundial 2010,/jugadores/robin_van_persie.php,99,Robin Van Persie,1 ,7,0.14,Holanda
Mundial 2010,/jugadores/enrique_vera.php,100,Enrique Vera,1 ,5,0.20,Paraguay
Mundial 2006,/jugadores/miroslav_klose.php,1,Miroslav Klose,5 ,7,0.71,Alemania
Mundial 2006,/jugadores/hernan_crespo.php,3,Hernan Crespo,3 ,4,0.75,Argentina
Mundial 2006,/jugadores/thierry_henry.php,4,Thierry Henry,3 ,7,0.43,Francia
Mundial 2006,/jugadores/lukas_podolski.php,5,Lukas Podolski,3 ,7,0.43,Alemania
Mundial 2006,/jugadores/maxi_rodriguez.php,6,Maxi Rodriguez,3 ,5,0.60,Argentina
Mundial 2006,/jugadores/ronaldo.php,7,Ronaldo,3 ,5,0.60,Brasil
Mundial 2006,/jugadores/fernando_torres.php,8,Fernando Torres,3 ,4,0.75,España
Mundial 2006,/jugadores/david_villa.php,9,David Villa,3 ,4,0.75,España
Mundial 2006,/jugadores/zinedine_zidane.php,10,Zinedine Zidane,3 ,6,0.50,Francia
Mundial 2006,/jugadores/adriano.php,12,Adriano,2 ,4,0.50,Brasil
Mundial 2006,/jugadores/bartosz_bosacki.php,13,Bartosz Bosacki,2 ,2,1.00,Polonia
Mundial 2006,/jugadores/omar_bravo.php,14,Omar Bravo,2 ,3,0.67,Mexico
Mundial 2006,/jugadores/tim_cahill.php,15,Tim Cahill,2 ,4,0.50,Australia
Mundial 2006,/jugadores/agustin_delgado.php,16,Agustin Delgado,2 ,3,0.67,Ecuador
Mundial 2006,/jugadores/aruna_dindane.php,17,Aruna Dindane,2 ,3,0.67,CostadeMarfil
Mundial 2006,/jugadores/alexander_frei.php,18,Alexander Frei,2 ,4,0.50,Suiza
Mundial 2006,/jugadores/steven_gerrard.php,19,Steven Gerrard,2 ,5,0.40,Inglaterra
Mundial 2006,/jugadores/maniche.php,20,Maniche,2 ,7,0.29,Portugal
Mundial 2006,/jugadores/marco_materazzi.php,21,Marco Materazzi,2 ,4,0.50,Italia
Mundial 2006,/jugadores/tomas_rosicky.php,22,Tomas Rosicky,2 ,3,0.67,RepublicaCheca
Mundial 2006,/jugadores/bastian_schweinsteiger.php,23,Bastian Schweinsteiger,2 ,7,0.29,Alemania
Mundial 2006,/jugadores/andriy_shevchenko.php,24,Andriy Shevchenko,2 ,5,0.40,Ucrania
Mundial 2006,/jugadores/carlos_tenorio.php,25,Carlos Tenorio,2 ,3,0.67,Ecuador
Mundial 2006,/jugadores/luca_toni.php,26,Luca Toni,2 ,6,0.33,Italia
Mundial 2006,/jugadores/patrick_vieira.php,27,Patrick Vieira,2 ,7,0.29,Francia
Mundial 2006,/jugadores/paulo_wanchope.php,28,Paulo Wanchope,2 ,3,0.67,CostaRica
Mundial 2006,/jugadores/abou_tarika.php,30,Abou Tarika,1 ,1,1.00,Angola
Mundial 2006,/jugadores/jung_hwan_ahn.php,31,Jung Hwan Ahn,1 ,3,0.33,CoreadelSur
Mundial 2006,/jugadores/sami_al_jaber.php,32,Sami Al Jaber,1 ,3,0.33,ArabiaSaudita
Mundial 2006,/jugadores/yasser_al_kahtani.php,33,Yasser Al Kahtani,1 ,2,0.50,ArabiaSaudita
Mundial 2006,/jugadores/marcus_allback.php,34,Marcus Allback,1 ,4,0.25,Suecia
Mundial 2006,/jugadores/john_aloisi.php,35,John Aloisi,1 ,4,0.25,Australia
Mundial 2006,/jugadores/stephen_appiah.php,36,Stephen Appiah,1 ,4,0.25,Ghana
Mundial 2006,/jugadores/roberto_ayala.php,37,Roberto Ayala,1 ,5,0.20,Argentina
Mundial 2006,/jugadores/sohrab_bakhtiarizadeh.php,38,Sohrab Bakhtiarizadeh,1 ,2,0.50,Iran
Mundial 2006,/jugadores/tranquillo_barnetta.php,39,Tranquillo Barnetta,1 ,4,0.25,Suiza
Mundial 2006,/jugadores/david_beckham.php,40,David Beckham,1 ,5,0.20,Inglaterra
Mundial 2006,/jugadores/esteban_cambiasso.php,41,Esteban Cambiasso,1 ,5,0.20,Argentina
Mundial 2006,/jugadores/joe_cole.php,42,Joe Cole,1 ,5,0.20,Inglaterra
Mundial 2006,/jugadores/cristiano_ronaldo.php,43,Cristiano Ronaldo,1 ,6,0.17,Portugal
Mundial 2006,/jugadores/peter_crouch.php,44,Peter Crouch,1 ,4,0.25,Inglaterra
Mundial 2006,/jugadores/nelson_cuevas.php,45,Nelson Cuevas,1 ,2,0.50,Paraguay
Mundial 2006,/jugadores/deco.php,46,Deco,1 ,4,0.25,Portugal
Mundial 2006,/jugadores/alessandro_del_piero.php,47,Alessandro Del Piero,1 ,5,0.20,Italia
Mundial 2006,/jugadores/clint_dempsey.php,48,Clint Dempsey,1 ,2,0.50,EstadosUnidos
Mundial 2006,/jugadores/haminu_draman.php,49,Haminu Draman,1 ,2,0.50,Ghana
Mundial 2006,/jugadores/didier_drogba.php,50,Didier Drogba,1 ,2,0.50,CostadeMarfil
Mundial 2006,/jugadores/jose_fonseca.php,51,Jose Fonseca,1 ,4,0.25,Mexico
Mundial 2006,/jugadores/fred.php,52,Fred,1 ,1,1.00,Brasil
Mundial 2006,/jugadores/torsten_frings.php,53,Torsten Frings,1 ,6,0.17,Alemania
Mundial 2006,/jugadores/alberto_gilardino.php,54,Alberto Gilardino,1 ,5,0.20,Italia
Mundial 2006,/jugadores/gilberto_melo.php,55,Gilberto Melo,1 ,1,1.00,Brasil
Mundial 2006,/jugadores/yahya_golmohammadi.php,56,Yahya Golmohammadi,1 ,2,0.50,Iran
Mundial 2006,/jugadores/ronald_gomez.php,57,Ronald Gomez,1 ,3,0.33,CostaRica
Mundial 2006,/jugadores/fabio_grosso.php,58,Fabio Grosso,1 ,6,0.17,Italia
Mundial 2006,/jugadores/asamoah_gyan.php,59,Asamoah Gyan,1 ,3,0.33,Ghana
Mundial 2006,/jugadores/vincenzo_iaquinta.php,60,Vincenzo Iaquinta,1 ,5,0.20,Italia
Mundial 2006,/jugadores/sasa_ilic.php,61,Sasa Ilic,1 ,1,1.00,SerbiayMontenegro
Mundial 2006,/jugadores/filippo_inzaghi.php,62,Filippo Inzaghi,1 ,1,1.00,Italia
Mundial 2006,/jugadores/radhi_jaidi.php,63,Radhi Jaidi,1 ,3,0.33,Tunez
Mundial 2006,/jugadores/zied_jaziri.php,64,Zied Jaziri,1 ,3,0.33,Tunez
Mundial 2006,/jugadores/juanito.php,65,Juanito,1 ,1,1.00,España
Mundial 2006,/jugadores/juninho_pernambucano.php,66,Juninho Pernambucano,1 ,3,0.33,Brasil
Mundial 2006,/jugadores/kaka.php,67,Kaka,1 ,5,0.20,Brasil
Mundial 2006,/jugadores/maksym_kalinichenko.php,68,Maksym Kalinichenko,1 ,4,0.25,Ucrania
Mundial 2006,/jugadores/bonaventure_kalou.php,69,Bonaventure Kalou,1 ,2,0.50,CostadeMarfil
Mundial 2006,/jugadores/ivan_kaviedes.php,70,Ivan Kaviedes,1 ,4,0.25,Ecuador
Mundial 2006,/jugadores/harry_kewell.php,71,Harry Kewell,1 ,3,0.33,Australia
Mundial 2006,/jugadores/jan_koller.php,72,Jan Koller,1 ,1,1.00,RepublicaCheca
Mundial 2006,/jugadores/bakary_kone.php,73,Bakary Kone,1 ,3,0.33,CostadeMarfil
Mundial 2006,/jugadores/niko_kovac.php,74,Niko Kovac,1 ,3,0.33,Croacia
Mundial 2006,/jugadores/philipp_lahm.php,75,Philipp Lahm,1 ,7,0.14,Alemania
Mundial 2006,/jugadores/henrik_larsson.php,76,Henrik Larsson,1 ,4,0.25,Suecia
Mundial 2006,/jugadores/chun_soo_lee.php,77,Chun Soo Lee,1 ,3,0.33,CoreadelSur
Mundial 2006,/jugadores/fredrik_ljungberg.php,78,Fredrik Ljungberg,1 ,4,0.25,Suecia
Mundial 2006,/jugadores/rafael_marquez.php,79,Rafael Marquez,1 ,4,0.25,Mexico
Mundial 2006,/jugadores/lionel_messi.php,80,Lionel Messi,1 ,3,0.33,Argentina
Mundial 2006,/jugadores/jaouhar_mnari.php,81,Jaouhar Mnari,1 ,3,0.33,Tunez
Mundial 2006,/jugadores/mohamed_kader.php,82,Mohamed Kader,1 ,3,0.33,Togo
Mundial 2006,/jugadores/craig_moore.php,83,Craig Moore,1 ,4,0.25,Australia
Mundial 2006,/jugadores/sulley_muntari.php,84,Sulley Muntari,1 ,3,0.33,Ghana
Mundial 2006,/jugadores/shunsuke_nakamura.php,85,Shunsuke Nakamura,1 ,3,0.33,Japon
Mundial 2006,/jugadores/oliver_neuville.php,86,Oliver Neuville,1 ,7,0.14,Alemania
Mundial 2006,/jugadores/nuno_gomes.php,87,Nuno Gomes,1 ,2,0.50,Portugal
Mundial 2006,/jugadores/ji_sung_park.php,88,Ji Sung Park,1 ,3,0.33,CoreadelSur
Mundial 2006,/jugadores/pauleta.php,89,Pauleta,1 ,6,0.17,Portugal
Mundial 2006,/jugadores/andrea_pirlo.php,90,Andrea Pirlo,1 ,7,0.14,Italia
Mundial 2006,/jugadores/raul.php,91,Raul,1 ,4,0.25,España
Mundial 2006,/jugadores/serhiy_rebrov.php,92,Serhiy Rebrov,1 ,4,0.25,Ucrania
Mundial 2006,/jugadores/franck_ribery.php,93,Franck Ribery,1 ,7,0.14,Francia
Mundial 2006,/jugadores/arjen_robben.php,94,Arjen Robben,1 ,3,0.33,Holanda
Mundial 2006,/jugadores/andriy_rusol.php,95,Andriy Rusol,1 ,4,0.25,Ucrania
Mundial 2006,/jugadores/javier_saviola.php,96,Javier Saviola,1 ,3,0.33,Argentina
Mundial 2006,/jugadores/philippe_senderos.php,97,Philippe Senderos,1 ,3,0.33,Suiza
Mundial 2006,/jugadores/simao.php,98,Simao,1 ,7,0.14,Portugal
Mundial 2006,/jugadores/darijo_srna.php,99,Darijo Srna,1 ,3,0.33,Croacia
Mundial 2006,/jugadores/keiji_tamada.php,100,Keiji Tamada,1 ,2,0.50,Japon
Mundial 2006,/jugadores/carlos_tevez.php,101,Carlos Tevez,1 ,4,0.25,Argentina
Mundial 2006,/jugadores/francesco_totti.php,102,Francesco Totti,1 ,7,0.14,Italia
Mundial 2006,/jugadores/ruud_van_nistelrooij.php,103,Ruud Van Nistelrooij,1 ,3,0.33,Holanda
Mundial 2006,/jugadores/robin_van_persie.php,104,Robin Van Persie,1 ,4,0.25,Holanda
Mundial 2006,/jugadores/xabi_alonso.php,105,Xabi Alonso,1 ,3,0.33,España
Mundial 2006,/jugadores/gianluca_zambrotta.php,106,Gianluca Zambrotta,1 ,6,0.17,Italia
Mundial 2006,/jugadores/ze_roberto.php,107,Ze Roberto,1 ,5,0.20,Brasil
Mundial 2006,/jugadores/nikola_zigic.php,108,Nikola Zigic,1 ,2,0.50,SerbiayMontenegro
Mundial 2006,/jugadores/zinha.php,109,Zinha,1 ,4,0.25,Mexico
Mundial 2002,/jugadores/ronaldo.php,1,Ronaldo,8 ,7,1.14,Brasil
Mundial 2002,/jugadores/miroslav_klose.php,3,Miroslav Klose,5 ,7,0.71,Alemania
Mundial 2002,/jugadores/rivaldo.php,4,Rivaldo,5 ,7,0.71,Brasil
Mundial 2002,/jugadores/jon_dahl_tomasson.php,6,Jon Dahl Tomasson,4 ,4,1.00,Dinamarca
Mundial 2002,/jugadores/christian_vieri.php,7,Christian Vieri,4 ,4,1.00,Italia
Mundial 2002,/jugadores/michael_ballack.php,9,Michael Ballack,3 ,6,0.50,Alemania
Mundial 2002,/jugadores/bouba_diop.php,10,Bouba Diop,3 ,5,0.60,Senegal
Mundial 2002,/jugadores/robbie_keane.php,11,Robbie Keane,3 ,4,0.75,Irlanda
Mundial 2002,/jugadores/henrik_larsson.php,12,Henrik Larsson,3 ,4,0.75,Suecia
Mundial 2002,/jugadores/ilhan_mansiz.php,13,Ilhan Mansiz,3 ,7,0.43,Turquia
Mundial 2002,/jugadores/fernando_morientes.php,14,Fernando Morientes,3 ,5,0.60,España
Mundial 2002,/jugadores/pauleta.php,15,Pauleta,3 ,3,1.00,Portugal
Mundial 2002,/jugadores/raul.php,16,Raul,3 ,4,0.75,España
Mundial 2002,/jugadores/marc_wilmots.php,17,Marc Wilmots,3 ,4,0.75,Belgica
Mundial 2002,/jugadores/jung_hwan_ahn.php,19,Jung Hwan Ahn,2 ,7,0.29,CoreadelSur
Mundial 2002,/jugadores/jared_borgetti.php,20,Jared Borgetti,2 ,4,0.50,Mexico
Mundial 2002,/jugadores/henri_camara.php,21,Henri Camara,2 ,4,0.50,Senegal
Mundial 2002,/jugadores/nelson_cuevas.php,22,Nelson Cuevas,2 ,2,1.00,Paraguay
Mundial 2002,/jugadores/umit_davala.php,23,Umit Davala,2 ,7,0.29,Turquia
Mundial 2002,/jugadores/landon_donovan.php,24,Landon Donovan,2 ,5,0.40,EstadosUnidos
Mundial 2002,/jugadores/ronald_gomez.php,25,Ronald Gomez,2 ,3,0.67,CostaRica
Mundial 2002,/jugadores/fernando_hierro.php,26,Fernando Hierro,2 ,4,0.50,España
Mundial 2002,/jugadores/junichi_inamoto.php,27,Junichi Inamoto,2 ,4,0.50,Japon
Mundial 2002,/jugadores/brian_mcbride.php,28,Brian Mcbride,2 ,5,0.40,EstadosUnidos
Mundial 2002,/jugadores/michael_owen.php,29,Michael Owen,2 ,5,0.40,Inglaterra
Mundial 2002,/jugadores/ronaldinho.php,30,Ronaldinho,2 ,5,0.40,Brasil
Mundial 2002,/jugadores/hasan_sas.php,31,Hasan Sas,2 ,6,0.33,Turquia
Mundial 2002,/jugadores/milenko_acimovic.php,33,Milenko Acimovic,1 ,3,0.33,Eslovenia
Mundial 2002,/jugadores/julius_aghahowa.php,34,Julius Aghahowa,1 ,3,0.33,Nigeria
Mundial 2002,/jugadores/niclas_alexandersson.php,35,Niclas Alexandersson,1 ,4,0.25,Suecia
Mundial 2002,/jugadores/francisco_arce.php,36,Francisco Arce,1 ,4,0.25,Paraguay
Mundial 2002,/jugadores/gabriel_batistuta.php,37,Gabriel Batistuta,1 ,3,0.33,Argentina
Mundial 2002,/jugadores/david_beckham.php,38,David Beckham,1 ,5,0.20,Inglaterra
Mundial 2002,/jugadores/emre_belozoglu.php,39,Emre Belozoglu,1 ,6,0.17,Turquia
Mundial 2002,/jugadores/vladimir_beschastnykh.php,40,Vladimir Beschastnykh,1 ,3,0.33,Rusia
Mundial 2002,/jugadores/beto_2.php,41,Beto,1 ,3,0.33,Portugal
Mundial 2002,/jugadores/oliver_bierhoff.php,42,Oliver Bierhoff,1 ,5,0.20,Alemania
Mundial 2002,/jugadores/cuauhtemoc_blanco.php,43,Cuauhtemoc Blanco,1 ,4,0.25,Mexico
Mundial 2002,/jugadores/marco_bode.php,44,Marco Bode,1 ,6,0.17,Alemania
Mundial 2002,/jugadores/raouf_bouzaiene.php,45,Raouf Bouzaiene,1 ,3,0.33,Tunez
Mundial 2002,/jugadores/gary_breen.php,46,Gary Breen,1 ,4,0.25,Irlanda
Mundial 2002,/jugadores/sol_campbell.php,47,Sol Campbell,1 ,5,0.20,Inglaterra
Mundial 2002,/jugadores/jorge_campos_2.php,48,Jorge Campos,1 ,4,0.25,Paraguay
Mundial 2002,/jugadores/sebastijan_cimirotic.php,49,Sebastijan Cimirotic,1 ,3,0.33,Eslovenia
Mundial 2002,/jugadores/hernan_crespo.php,50,Hernan Crespo,1 ,3,0.33,Argentina
Mundial 2002,/jugadores/alessandro_del_piero.php,51,Alessandro Del Piero,1 ,3,0.33,Italia
Mundial 2002,/jugadores/agustin_delgado.php,52,Agustin Delgado,1 ,3,0.33,Ecuador
Mundial 2002,/jugadores/salif_diao.php,53,Salif Diao,1 ,3,0.33,Senegal
Mundial 2002,/jugadores/damien_duff.php,54,Damien Duff,1 ,4,0.25,Irlanda
Mundial 2002,/jugadores/edmilson.php,55,Edmilson,1 ,6,0.17,Brasil
Mundial 2002,/jugadores/samuel_etoo.php,56,Samuel Eto'o,1 ,3,0.33,Camerun
Mundial 2002,/jugadores/khalilou_fadiga.php,57,Khalilou Fadiga,1 ,4,0.25,Senegal
Mundial 2002,/jugadores/rio_ferdinand.php,58,Rio Ferdinand,1 ,5,0.20,Inglaterra
Mundial 2002,/jugadores/diego_forlan.php,59,Diego Forlan,1 ,1,1.00,Uruguay
Mundial 2002,/jugadores/quinton_fortune.php,60,Quinton Fortune,1 ,3,0.33,Sudafrica
Mundial 2002,/jugadores/emile_heskey.php,61,Emile Heskey,1 ,5,0.20,Inglaterra
Mundial 2002,/jugadores/matt_holland.php,62,Matt Holland,1 ,4,0.25,Irlanda
Mundial 2002,/jugadores/sun_hong_hwang.php,63,Sun Hong Hwang,1 ,5,0.20,CoreadelSur
Mundial 2002,/jugadores/carsten_jancker.php,64,Carsten Jancker,1 ,3,0.33,Alemania
Mundial 2002,/jugadores/junior_2.php,65,Junior,1 ,1,1.00,Brasil
Mundial 2002,/jugadores/valeri_karpin.php,66,Valeri Karpin,1 ,3,0.33,Rusia
Mundial 2002,/jugadores/bulent_korkmaz.php,67,Bulent Korkmaz,1 ,6,0.17,Turquia
Mundial 2002,/jugadores/pawel_kryszalowicz.php,68,Pawel Kryszalowicz,1 ,3,0.33,Polonia
Mundial 2002,/jugadores/eul_yong_lee.php,69,Eul Yong Lee,1 ,4,0.25,CoreadelSur
Mundial 2002,/jugadores/thomas_linke.php,70,Thomas Linke,1 ,7,0.14,Alemania
Mundial 2002,/jugadores/clint_mathis.php,71,Clint Mathis,1 ,3,0.33,EstadosUnidos
Mundial 2002,/jugadores/patrick_mboma.php,72,Patrick Mboma,1 ,3,0.33,Camerun
Mundial 2002,/jugadores/benni_mccarthy.php,73,Benni Mccarthy,1 ,3,0.33,Sudafrica
Mundial 2002,/jugadores/edison_mendez.php,74,Edison Mendez,1 ,3,0.33,Ecuador
Mundial 2002,/jugadores/gaizka_mendieta.php,75,Gaizka Mendieta,1 ,3,0.33,España
Mundial 2002,/jugadores/teboho_mokoena.php,76,Teboho Mokoena,1 ,3,0.33,Sudafrica
Mundial 2002,/jugadores/richard_morales.php,77,Richard Morales,1 ,2,0.50,Uruguay
Mundial 2002,/jugadores/hiroaki_morishima.php,78,Hiroaki Morishima,1 ,3,0.33,Japon
Mundial 2002,/jugadores/hidetoshi_nakata.php,79,Hidetoshi Nakata,1 ,4,0.25,Japon
Mundial 2002,/jugadores/oliver_neuville.php,80,Oliver Neuville,1 ,6,0.17,Alemania
Mundial 2002,/jugadores/siyabonga_nomvethe.php,81,Siyabonga Nomvethe,1 ,2,0.50,Sudafrica
Mundial 2002,/jugadores/john_obrien.php,82,John O'Brien,1 ,5,0.20,EstadosUnidos
Mundial 2002,/jugadores/ivica_olic.php,83,Ivica Olic,1 ,2,0.50,Croacia
Mundial 2002,/jugadores/emmanuel_olisadebe.php,84,Emmanuel Olisadebe,1 ,3,0.33,Polonia
Mundial 2002,/jugadores/ji_sung_park.php,85,Ji Sung Park,1 ,7,0.14,CoreadelSur
Mundial 2002,/jugadores/winston_parks.php,86,Winston Parks,1 ,2,0.50,CostaRica
Mundial 2002,/jugadores/lucas_radebe.php,87,Lucas Radebe,1 ,3,0.33,Sudafrica
Mundial 2002,/jugadores/milan_rapaic.php,88,Milan Rapaic,1 ,3,0.33,Croacia
Mundial 2002,/jugadores/alvaro_recoba.php,89,Alvaro Recoba,1 ,3,0.33,Uruguay
Mundial 2002,/jugadores/roberto_carlos.php,90,Roberto Carlos,1 ,6,0.17,Brasil
Mundial 2002,/jugadores/dario_rodriguez.php,91,Dario Rodriguez,1 ,3,0.33,Uruguay
Mundial 2002,/jugadores/dennis_rommedahl.php,92,Dennis Rommedahl,1 ,4,0.25,Dinamarca
Mundial 2002,/jugadores/rui_costa.php,93,Rui Costa,1 ,2,0.50,Portugal
Mundial 2002,/jugadores/roque_santa_cruz.php,94,Roque Santa Cruz,1 ,4,0.25,Paraguay
Mundial 2002,/jugadores/bernd_schneider.php,95,Bernd Schneider,1 ,7,0.14,Alemania
Mundial 2002,/jugadores/ki_hyeon_seol.php,96,Ki Hyeon Seol,1 ,7,0.14,CoreadelSur
Mundial 2002,/jugadores/wesley_sonck.php,97,Wesley Sonck,1 ,4,0.25,Belgica
Mundial 2002,/jugadores/chong_gug_song.php,98,Chong Gug Song,1 ,7,0.14,CoreadelSur
Mundial 2002,/jugadores/hakan_sukur.php,99,Hakan Sukur,1 ,7,0.14,Turquia
Mundial 2002,/jugadores/takayuki_suzuki.php,100,Takayuki Suzuki,1 ,4,0.25,Japon
Mundial 2002,/jugadores/anders_svensson.php,101,Anders Svensson,1 ,4,0.25,Suecia
Mundial 2002,/jugadores/dmitri_sychev.php,102,Dmitri Sychev,1 ,3,0.33,Rusia
Mundial 2002,/jugadores/egor_titov.php,103,Egor Titov,1 ,3,0.33,Rusia
Mundial 2002,/jugadores/gerardo_torrado.php,104,Gerardo Torrado,1 ,4,0.25,Mexico
Mundial 2002,/jugadores/juan_carlos_valeron.php,105,Juan Carlos Valeron,1 ,4,0.25,España
Mundial 2002,/jugadores/peter_van_der_heyden.php,106,Peter Van Der Heyden,1 ,2,0.50,Belgica
Mundial 2002,/jugadores/johan_walem.php,107,Johan Walem,1 ,3,0.33,Belgica
Mundial 2002,/jugadores/paulo_wanchope.php,108,Paulo Wanchope,1 ,3,0.33,CostaRica
Mundial 2002,/jugadores/mauricio_wright.php,109,Mauricio Wright,1 ,3,0.33,CostaRica
Mundial 2002,/jugadores/sang_chul_yoo.php,110,Sang Chul Yoo,1 ,7,0.14,CoreadelSur
Mundial 2002,/jugadores/marcin_zewlakow.php,111,Marcin Zewlakow,1 ,3,0.33,Polonia
Mundial 1998,/jugadores/davor_suker.php,1,Davor Suker,6 ,7,0.86,Croacia
Mundial 1998,/jugadores/gabriel_batistuta.php,3,Gabriel Batistuta,5 ,5,1.00,Argentina
Mundial 1998,/jugadores/christian_vieri.php,4,Christian Vieri,5 ,5,1.00,Italia
Mundial 1998,/jugadores/luis_hernandez.php,6,Luis Hernandez,4 ,4,1.00,Mexico
Mundial 1998,/jugadores/ronaldo.php,7,Ronaldo,4 ,7,0.57,Brasil
Mundial 1998,/jugadores/marcelo_salas.php,8,Marcelo Salas,4 ,4,1.00,Chile
Mundial 1998,/jugadores/bebeto.php,10,Bebeto,3 ,7,0.43,Brasil
Mundial 1998,/jugadores/dennis_bergkamp.php,11,Dennis Bergkamp,3 ,7,0.43,Holanda
Mundial 1998,/jugadores/oliver_bierhoff.php,12,Oliver Bierhoff,3 ,5,0.60,Alemania
Mundial 1998,/jugadores/cesar_sampaio.php,13,Cesar Sampaio,3 ,6,0.50,Brasil
Mundial 1998,/jugadores/thierry_henry.php,14,Thierry Henry,3 ,6,0.50,Francia
Mundial 1998,/jugadores/juergen_klinsmann.php,15,Juergen Klinsmann,3 ,5,0.60,Alemania
Mundial 1998,/jugadores/rivaldo.php,16,Rivaldo,3 ,7,0.43,Brasil
Mundial 1998,/jugadores/roberto_baggio.php,18,Roberto Baggio,2 ,4,0.50,Italia
Mundial 1998,/jugadores/shaun_bartlett.php,19,Shaun Bartlett,2 ,3,0.67,Sudafrica
