Mundia,link,Etapa,Resultado,Equipo1,Equipo2,Fecha
Mundial 1970,/partidos/1970_suecia_israel.php,1raRonda_Grupo2,1-1,Suecia,Israel,Fecha:07-Jun-1970
Mundial 1970,/partidos/1970_mexico_el_salvador.php,1raRonda_Grupo1,4-0,México,ElSalvador,Fecha:07-Jun-1970
Mundial 1970,/partidos/1970_alemania_occidental_bulgaria.php,1raRonda_Grupo4,5-2,AlemaniaOccidental,Bulgaria,Fecha:07-Jun-1970
Mundial 1970,/partidos/1970_brasil_inglaterra.php,1raRonda_Grupo3,1-0,Brasil,Inglaterra,Fecha:07-Jun-1970
Mundial 1970,/partidos/1970_suecia_uruguay.php,1raRonda_Grupo2,1-0,Suecia,Uruguay,Fecha:10-Jun-1970
Mundial 1970,/partidos/1970_alemania_occidental_peru.php,1raRonda_Grupo4,3-1,AlemaniaOccidental,Perú,Fecha:10-Jun-1970
Mundial 1970,/partidos/1970_urss_el_salvador.php,1raRonda_Grupo1,2-0,URSS,ElSalvador,Fecha:10-Jun-1970
Mundial 1970,/partidos/1970_brasil_rumania.php,1raRonda_Grupo3,3-2,Brasil,Rumania,Fecha:10-Jun-1970
Mundial 1970,/partidos/1970_bulgaria_marruecos.php,1raRonda_Grupo4,1-1,Bulgaria,Marruecos,Fecha:11-Jun-1970
Mundial 1970,/partidos/1970_inglaterra_checoslovaquia.php,1raRonda_Grupo3,1-0,Inglaterra,Checoslovaquia,Fecha:11-Jun-1970
Mundial 1970,/partidos/1970_mexico_belgica.php,1raRonda_Grupo1,1-0,México,Bélgica,Fecha:11-Jun-1970
Mundial 1970,/partidos/1970_italia_israel.php,1raRonda_Grupo2,0-0,Italia,Israel,Fecha:11-Jun-1970
Mundial 1970,/partidos/1970_brasil_peru.php,Cuartos,4-2,Brasil,Perú,Fecha:14-Jun-1970
Mundial 1970,/partidos/1970_italia_mexico.php,Cuartos,4-1,Italia,México,Fecha:14-Jun-1970
Mundial 1970,/partidos/1970_alemania_occidental_inglaterra.php,Cuartos,3-2,AlemaniaOccidental,Inglaterra,Fecha:14-Jun-1970
Mundial 1970,/partidos/1970_uruguay_urss.php,Cuartos,1-0,Uruguay,URSS,Fecha:14-Jun-1970
Mundial 1970,/partidos/1970_italia_alemania_occidental.php,Semis,4-3,Italia,AlemaniaOccidental,Fecha:17-Jun-1970
Mundial 1970,/partidos/1970_uruguay_brasil.php,Semis,1-3,Uruguay,Brasil,Fecha:17-Jun-1970
Mundial 1970,/partidos/1970_uruguay_alemania_occidental.php,3erPuesto,0-1,Uruguay,AlemaniaOccidental,Fecha:20-Jun-1970
Mundial 1970,/partidos/1970_brasil_italia.php,Final,4-1,Brasil,Italia,Fecha:21-Jun-1970
Mundial 1966,/partidos/1966_inglaterra_uruguay.php,1raRonda_Grupo1,0-0,Inglaterra,Uruguay,Fecha:11-Jul-1966
Mundial 1966,/partidos/1966_alemania_occidental_suiza.php,1raRonda_Grupo2,5-0,AlemaniaOccidental,Suiza,Fecha:12-Jul-1966
Mundial 1966,/partidos/1966_urss_corea_del_norte.php,1raRonda_Grupo4,3-0,URSS,CoreadelNorte,Fecha:12-Jul-1966
Mundial 1966,/partidos/1966_brasil_bulgaria.php,1raRonda_Grupo3,2-0,Brasil,Bulgaria,Fecha:12-Jul-1966
Mundial 1966,/partidos/1966_italia_chile.php,1raRonda_Grupo4,2-0,Italia,Chile,Fecha:13-Jul-1966
Mundial 1966,/partidos/1966_argentina_espana.php,1raRonda_Grupo2,2-1,Argentina,España,Fecha:13-Jul-1966
Mundial 1966,/partidos/1966_portugal_hungria.php,1raRonda_Grupo3,3-1,Portugal,Hungría,Fecha:13-Jul-1966
Mundial 1966,/partidos/1966_francia_mexico.php,1raRonda_Grupo1,1-1,Francia,México,Fecha:13-Jul-1966
Mundial 1966,/partidos/1966_uruguay_francia.php,1raRonda_Grupo1,2-1,Uruguay,Francia,Fecha:15-Jul-1966
Mundial 1966,/partidos/1966_corea_del_norte_chile.php,1raRonda_Grupo4,1-1,CoreadelNorte,Chile,Fecha:15-Jul-1966
Mundial 1966,/partidos/1966_espana_suiza.php,1raRonda_Grupo2,2-1,España,Suiza,Fecha:15-Jul-1966
Mundial 1966,/partidos/1966_hungria_brasil.php,1raRonda_Grupo3,3-1,Hungría,Brasil,Fecha:15-Jul-1966
Mundial 1966,/partidos/1966_inglaterra_mexico.php,1raRonda_Grupo1,2-0,Inglaterra,México,Fecha:16-Jul-1966
Mundial 1966,/partidos/1966_portugal_bulgaria.php,1raRonda_Grupo3,3-0,Portugal,Bulgaria,Fecha:16-Jul-1966
Mundial 1966,/partidos/1966_urss_italia.php,1raRonda_Grupo4,1-0,URSS,Italia,Fecha:16-Jul-1966
Mundial 1966,/partidos/1966_alemania_occidental_argentina.php,1raRonda_Grupo2,0-0,AlemaniaOccidental,Argentina,Fecha:16-Jul-1966
Mundial 1966,/partidos/1966_portugal_brasil.php,1raRonda_Grupo3,3-1,Portugal,Brasil,Fecha:19-Jul-1966
Mundial 1966,/partidos/1966_uruguay_mexico.php,1raRonda_Grupo1,0-0,Uruguay,México,Fecha:19-Jul-1966
Mundial 1966,/partidos/1966_corea_del_norte_italia.php,1raRonda_Grupo4,1-0,CoreadelNorte,Italia,Fecha:19-Jul-1966
Mundial 1966,/partidos/1966_argentina_suiza.php,1raRonda_Grupo2,2-0,Argentina,Suiza,Fecha:19-Jul-1966
Mundial 1966,/partidos/1966_inglaterra_francia.php,1raRonda_Grupo1,2-0,Inglaterra,Francia,Fecha:20-Jul-1966
Mundial 1966,/partidos/1966_hungria_bulgaria.php,1raRonda_Grupo3,3-1,Hungría,Bulgaria,Fecha:20-Jul-1966
Mundial 1966,/partidos/1966_urss_chile.php,1raRonda_Grupo4,2-1,URSS,Chile,Fecha:20-Jul-1966
Mundial 1966,/partidos/1966_alemania_occidental_espana.php,1raRonda_Grupo2,2-1,AlemaniaOccidental,España,Fecha:20-Jul-1966
Mundial 1966,/partidos/1966_inglaterra_argentina.php,Cuartos,1-0,Inglaterra,Argentina,Fecha:23-Jul-1966
Mundial 1966,/partidos/1966_portugal_corea_del_norte.php,Cuartos,5-3,Portugal,CoreadelNorte,Fecha:23-Jul-1966
Mundial 1966,/partidos/1966_urss_hungria.php,Cuartos,2-1,URSS,Hungría,Fecha:23-Jul-1966
Mundial 1966,/partidos/1966_alemania_occidental_uruguay.php,Cuartos,4-0,AlemaniaOccidental,Uruguay,Fecha:23-Jul-1966
Mundial 1966,/partidos/1966_alemania_occidental_urss.php,Semis,2-1,AlemaniaOccidental,URSS,Fecha:25-Jul-1966
Mundial 1966,/partidos/1966_inglaterra_portugal.php,Semis,2-1,Inglaterra,Portugal,Fecha:26-Jul-1966
Mundial 1966,/partidos/1966_portugal_urss.php,3erPuesto,2-1,Portugal,URSS,Fecha:28-Jul-1966
Mundial 1966,/partidos/1966_inglaterra_alemania_occidental.php,Final,4-2,Inglaterra,AlemaniaOccidental,Fecha:30-Jul-1966
Mundial 1962,/partidos/1962_uruguay_colombia.php,1raRonda_Grupo1,2-1,Uruguay,Colombia,Fecha:30-May-1962
Mundial 1962,/partidos/1962_argentina_bulgaria.php,1raRonda_Grupo4,1-0,Argentina,Bulgaria,Fecha:30-May-1962
Mundial 1962,/partidos/1962_brasil_mexico.php,1raRonda_Grupo3,2-0,Brasil,México,Fecha:30-May-1962
Mundial 1962,/partidos/1962_chile_suiza.php,1raRonda_Grupo2,3-1,Chile,Suiza,Fecha:30-May-1962
Mundial 1962,/partidos/1962_alemania_occidental_italia.php,1raRonda_Grupo2,0-0,AlemaniaOccidental,Italia,Fecha:31-May-1962
Mundial 1962,/partidos/1962_urss_yugoslavia.php,1raRonda_Grupo1,2-0,URSS,Yugoslavia,Fecha:31-May-1962
Mundial 1962,/partidos/1962_checoslovaquia_espana.php,1raRonda_Grupo3,1-0,Checoslovaquia,España,Fecha:31-May-1962
Mundial 1962,/partidos/1962_hungria_inglaterra.php,1raRonda_Grupo4,2-1,Hungría,Inglaterra,Fecha:31-May-1962
Mundial 1962,/partidos/1962_yugoslavia_uruguay.php,1raRonda_Grupo1,3-1,Yugoslavia,Uruguay,Fecha:02-Jun-1962
Mundial 1962,/partidos/1962_brasil_checoslovaquia.php,1raRonda_Grupo3,0-0,Brasil,Checoslovaquia,Fecha:02-Jun-1962
Mundial 1962,/partidos/1962_inglaterra_argentina.php,1raRonda_Grupo4,3-1,Inglaterra,Argentina,Fecha:02-Jun-1962
Mundial 1962,/partidos/1962_chile_italia.php,1raRonda_Grupo2,2-0,Chile,Italia,Fecha:02-Jun-1962
Mundial 1962,/partidos/1962_urss_colombia.php,1raRonda_Grupo1,4-4,URSS,Colombia,Fecha:03-Jun-1962
Mundial 1962,/partidos/1962_hungria_bulgaria.php,1raRonda_Grupo4,6-1,Hungría,Bulgaria,Fecha:03-Jun-1962
Mundial 1962,/partidos/1962_espana_mexico.php,1raRonda_Grupo3,1-0,España,México,Fecha:03-Jun-1962
Mundial 1962,/partidos/1962_alemania_occidental_suiza.php,1raRonda_Grupo2,2-1,AlemaniaOccidental,Suiza,Fecha:03-Jun-1962
Mundial 1962,/partidos/1962_alemania_occidental_chile.php,1raRonda_Grupo2,2-0,AlemaniaOccidental,Chile,Fecha:06-Jun-1962
Mundial 1962,/partidos/1962_hungria_argentina.php,1raRonda_Grupo4,0-0,Hungría,Argentina,Fecha:06-Jun-1962
Mundial 1962,/partidos/1962_urss_uruguay.php,1raRonda_Grupo1,2-1,URSS,Uruguay,Fecha:06-Jun-1962
Mundial 1962,/partidos/1962_brasil_espana.php,1raRonda_Grupo3,2-1,Brasil,España,Fecha:06-Jun-1962
Mundial 1962,/partidos/1962_yugoslavia_colombia.php,1raRonda_Grupo1,5-0,Yugoslavia,Colombia,Fecha:07-Jun-1962
Mundial 1962,/partidos/1962_mexico_checoslovaquia.php,1raRonda_Grupo3,3-1,México,Checoslovaquia,Fecha:07-Jun-1962
Mundial 1962,/partidos/1962_italia_suiza.php,1raRonda_Grupo2,3-0,Italia,Suiza,Fecha:07-Jun-1962
Mundial 1962,/partidos/1962_inglaterra_bulgaria.php,1raRonda_Grupo4,0-0,Inglaterra,Bulgaria,Fecha:07-Jun-1962
Mundial 1962,/partidos/1962_brasil_inglaterra.php,Cuartos,3-1,Brasil,Inglaterra,Fecha:10-Jun-1962
Mundial 1962,/partidos/1962_checoslovaquia_hungria.php,Cuartos,1-0,Checoslovaquia,Hungría,Fecha:10-Jun-1962
Mundial 1962,/partidos/1962_yugoslavia_alemania_occidental.php,Cuartos,1-0,Yugoslavia,AlemaniaOccidental,Fecha:10-Jun-1962
Mundial 1962,/partidos/1962_chile_urss.php,Cuartos,2-1,Chile,URSS,Fecha:10-Jun-1962
Mundial 1962,/partidos/1962_yugoslavia_checoslovaquia.php,Semis,1-3,Yugoslavia,Checoslovaquia,Fecha:13-Jun-1962
Mundial 1962,/partidos/1962_chile_brasil.php,Semis,2-4,Chile,Brasil,Fecha:13-Jun-1962
Mundial 1962,/partidos/1962_chile_yugoslavia.php,3erPuesto,1-0,Chile,Yugoslavia,Fecha:16-Jun-1962
Mundial 1962,/partidos/1962_brasil_checoslovaquia_2.php,Final,3-1,Brasil,Checoslovaquia,Fecha:17-Jun-1962
Mundial 1958,/partidos/1958_suecia_mexico.php,1raRonda_Grupo3,3-0,Suecia,México,Fecha:08-Jun-1958
Mundial 1958,/partidos/1958_yugoslavia_escocia.php,1raRonda_Grupo2,1-1,Yugoslavia,Escocia,Fecha:08-Jun-1958
Mundial 1958,/partidos/1958_urss_inglaterra.php,1raRonda_Grupo4,2-2,URSS,Inglaterra,Fecha:08-Jun-1958
Mundial 1958,/partidos/1958_argentina_alemania_occidental.php,1raRonda_Grupo1,1-3,Argentina,AlemaniaOccidental,Fecha:08-Jun-1958
Mundial 1958,/partidos/1958_brasil_austria.php,1raRonda_Grupo4,3-0,Brasil,Austria,Fecha:08-Jun-1958
Mundial 1958,/partidos/1958_irlanda_del_norte_checoslovaquia.php,1raRonda_Grupo1,1-0,IrlandadelNorte,Checoslovaquia,Fecha:08-Jun-1958
Mundial 1958,/partidos/1958_hungria_gales.php,1raRonda_Grupo3,1-1,Hungría,Gales,Fecha:08-Jun-1958
Mundial 1958,/partidos/1958_francia_paraguay.php,1raRonda_Grupo2,7-3,Francia,Paraguay,Fecha:08-Jun-1958
Mundial 1958,/partidos/1958_yugoslavia_francia.php,1raRonda_Grupo2,3-2,Yugoslavia,Francia,Fecha:11-Jun-1958
Mundial 1958,/partidos/1958_urss_austria.php,1raRonda_Grupo4,2-0,URSS,Austria,Fecha:11-Jun-1958
Mundial 1958,/partidos/1958_paraguay_escocia.php,1raRonda_Grupo2,3-2,Paraguay,Escocia,Fecha:11-Jun-1958
Mundial 1958,/partidos/1958_mexico_gales.php,1raRonda_Grupo3,1-1,México,Gales,Fecha:11-Jun-1958
Mundial 1958,/partidos/1958_alemania_occidental_checoslovaquia.php,1raRonda_Grupo1,2-2,AlemaniaOccidental,Checoslovaquia,Fecha:11-Jun-1958
Mundial 1958,/partidos/1958_brasil_inglaterra.php,1raRonda_Grupo4,0-0,Brasil,Inglaterra,Fecha:11-Jun-1958
Mundial 1958,/partidos/1958_argentina_irlanda_del_norte.php,1raRonda_Grupo1,3-1,Argentina,IrlandadelNorte,Fecha:11-Jun-1958
Mundial 1958,/partidos/1958_suecia_hungria.php,1raRonda_Grupo3,2-1,Suecia,Hungría,Fecha:12-Jun-1958
Mundial 1958,/partidos/1958_francia_escocia.php,1raRonda_Grupo2,2-1,Francia,Escocia,Fecha:15-Jun-1958
Mundial 1958,/partidos/1958_checoslovaquia_argentina.php,1raRonda_Grupo1,6-1,Checoslovaquia,Argentina,Fecha:15-Jun-1958
Mundial 1958,/partidos/1958_brasil_urss.php,1raRonda_Grupo4,2-0,Brasil,URSS,Fecha:15-Jun-1958
Mundial 1958,/partidos/1958_hungria_mexico.php,1raRonda_Grupo3,4-0,Hungría,México,Fecha:15-Jun-1958
Mundial 1958,/partidos/1958_inglaterra_austria.php,1raRonda_Grupo4,2-2,Inglaterra,Austria,Fecha:15-Jun-1958
Mundial 1958,/partidos/1958_paraguay_yugoslavia.php,1raRonda_Grupo2,3-3,Paraguay,Yugoslavia,Fecha:15-Jun-1958
Mundial 1958,/partidos/1958_suecia_gales.php,1raRonda_Grupo3,0-0,Suecia,Gales,Fecha:15-Jun-1958
Mundial 1958,/partidos/1958_alemania_occidental_irlanda_del_norte.php,1raRonda_Grupo1,2-2,AlemaniaOccidental,IrlandadelNorte,Fecha:15-Jun-1958
Mundial 1958,/partidos/1958_gales_hungria.php,1raRonda_Grupo3,2-1,Gales,Hungría,Fecha:17-Jun-1958
Mundial 1958,/partidos/1958_irlanda_del_norte_checoslovaquia_2.php,1raRonda_Grupo1,2-1,IrlandadelNorte,Checoslovaquia,Fecha:17-Jun-1958
Mundial 1958,/partidos/1958_urss_inglaterra_2.php,1raRonda_Grupo4,1-0,URSS,Inglaterra,Fecha:17-Jun-1958
Mundial 1958,/partidos/1958_suecia_urss.php,Cuartos,2-0,Suecia,URSS,Fecha:19-Jun-1958
Mundial 1958,/partidos/1958_alemania_occidental_yugoslavia.php,Cuartos,1-0,AlemaniaOccidental,Yugoslavia,Fecha:19-Jun-1958
Mundial 1958,/partidos/1958_brasil_gales.php,Cuartos,1-0,Brasil,Gales,Fecha:19-Jun-1958
Mundial 1958,/partidos/1958_francia_irlanda_del_norte.php,Cuartos,4-0,Francia,IrlandadelNorte,Fecha:19-Jun-1958
Mundial 1958,/partidos/1958_alemania_occidental_suecia.php,Semis,1-3,AlemaniaOccidental,Suecia,Fecha:24-Jun-1958
Mundial 1958,/partidos/1958_francia_brasil.php,Semis,2-5,Francia,Brasil,Fecha:24-Jun-1958
Mundial 1958,/partidos/1958_alemania_occidental_francia.php,3erPuesto,3-6,AlemaniaOccidental,Francia,Fecha:28-Jun-1958
Mundial 1958,/partidos/1958_suecia_brasil.php,Final,2-5,Suecia,Brasil,Fecha:29-Jun-1958
Mundial 1954,/partidos/1954_yugoslavia_francia.php,1raRonda_Grupo1,1-0,Yugoslavia,Francia,Fecha:16-Jun-1954
Mundial 1954,/partidos/1954_austria_escocia.php,1raRonda_Grupo3,1-0,Austria,Escocia,Fecha:16-Jun-1954
Mundial 1954,/partidos/1954_uruguay_checoslovaquia.php,1raRonda_Grupo3,2-0,Uruguay,Checoslovaquia,Fecha:16-Jun-1954
Mundial 1954,/partidos/1954_brasil_mexico.php,1raRonda_Grupo1,5-0,Brasil,México,Fecha:16-Jun-1954
Mundial 1954,/partidos/1954_inglaterra_belgica.php,1raRonda_Grupo4,4-4,Inglaterra,Bélgica,Fecha:17-Jun-1954
Mundial 1954,/partidos/1954_alemania_occidental_turquia.php,1raRonda_Grupo2,4-1,AlemaniaOccidental,Turquía,Fecha:17-Jun-1954
Mundial 1954,/partidos/1954_suiza_italia.php,1raRonda_Grupo4,2-1,Suiza,Italia,Fecha:17-Jun-1954
Mundial 1954,/partidos/1954_hungria_corea_del_sur.php,1raRonda_Grupo2,9-0,Hungría,CoreadelSur,Fecha:17-Jun-1954
Mundial 1954,/partidos/1954_francia_mexico.php,1raRonda_Grupo1,3-2,Francia,México,Fecha:19-Jun-1954
Mundial 1954,/partidos/1954_brasil_yugoslavia.php,1raRonda_Grupo1,1-1,Brasil,Yugoslavia,Fecha:19-Jun-1954
Mundial 1954,/partidos/1954_austria_checoslovaquia.php,1raRonda_Grupo3,5-0,Austria,Checoslovaquia,Fecha:19-Jun-1954
Mundial 1954,/partidos/1954_uruguay_escocia.php,1raRonda_Grupo3,7-0,Uruguay,Escocia,Fecha:19-Jun-1954
Mundial 1954,/partidos/1954_hungria_alemania_occidental.php,1raRonda_Grupo2,8-3,Hungría,AlemaniaOccidental,Fecha:20-Jun-1954
Mundial 1954,/partidos/1954_turquia_corea_del_sur.php,1raRonda_Grupo2,7-0,Turquía,CoreadelSur,Fecha:20-Jun-1954
Mundial 1954,/partidos/1954_inglaterra_suiza.php,1raRonda_Grupo4,2-0,Inglaterra,Suiza,Fecha:20-Jun-1954
Mundial 1954,/partidos/1954_italia_belgica.php,1raRonda_Grupo4,4-1,Italia,Bélgica,Fecha:20-Jun-1954
Mundial 1954,/partidos/1954_suiza_italia_2.php,1raRonda_Grupo4,4-1,Suiza,Italia,Fecha:23-Jun-1954
Mundial 1954,/partidos/1954_alemania_occidental_turquia_2.php,1raRonda_Grupo2,7-2,AlemaniaOccidental,Turquía,Fecha:23-Jun-1954
Mundial 1954,/partidos/1954_uruguay_inglaterra.php,Cuartos,4-2,Uruguay,Inglaterra,Fecha:26-Jun-1954
Mundial 1954,/partidos/1954_austria_suiza.php,Cuartos,7-5,Austria,Suiza,Fecha:26-Jun-1954
Mundial 1954,/partidos/1954_hungria_brasil.php,Cuartos,4-2,Hungría,Brasil,Fecha:27-Jun-1954
Mundial 1954,/partidos/1954_alemania_occidental_yugoslavia.php,Cuartos,2-0,AlemaniaOccidental,Yugoslavia,Fecha:27-Jun-1954
Mundial 1954,/partidos/1954_hungria_uruguay.php,Semis,4-2,Hungría,Uruguay,Fecha:30-Jun-1954
Mundial 1954,/partidos/1954_alemania_occidental_austria.php,Semis,6-1,AlemaniaOccidental,Austria,Fecha:30-Jun-1954
Mundial 1954,/partidos/1954_uruguay_austria.php,3erPuesto,1-3,Uruguay,Austria,Fecha:03-Jul-1954
Mundial 1954,/partidos/1954_hungria_alemania_occidental_2.php,Final,2-3,Hungría,AlemaniaOccidental,Fecha:04-Jul-1954
Mundial 1950,/partidos/1950_brasil_mexico.php,1raRonda_Grupo1,4-0,Brasil,México,Fecha:24-Jun-1950
Mundial 1950,/partidos/1950_suecia_italia.php,1raRonda_Grupo3,3-2,Suecia,Italia,Fecha:25-Jun-1950
Mundial 1950,/partidos/1950_yugoslavia_suiza.php,1raRonda_Grupo1,3-0,Yugoslavia,Suiza,Fecha:25-Jun-1950
Mundial 1950,/partidos/1950_inglaterra_chile.php,1raRonda_Grupo2,2-0,Inglaterra,Chile,Fecha:25-Jun-1950
Mundial 1950,/partidos/1950_espana_estados_unidos.php,1raRonda_Grupo2,3-1,España,EstadosUnidos,Fecha:25-Jun-1950
Mundial 1950,/partidos/1950_brasil_suiza.php,1raRonda_Grupo1,2-2,Brasil,Suiza,Fecha:28-Jun-1950
Mundial 1950,/partidos/1950_yugoslavia_mexico.php,1raRonda_Grupo1,4-1,Yugoslavia,México,Fecha:28-Jun-1950
Mundial 1950,/partidos/1950_estados_unidos_inglaterra.php,1raRonda_Grupo2,1-0,EstadosUnidos,Inglaterra,Fecha:29-Jun-1950
Mundial 1950,/partidos/1950_suecia_paraguay.php,1raRonda_Grupo3,2-2,Suecia,Paraguay,Fecha:29-Jun-1950
Mundial 1950,/partidos/1950_espana_chile.php,1raRonda_Grupo2,2-0,España,Chile,Fecha:29-Jun-1950
Mundial 1950,/partidos/1950_brasil_yugoslavia.php,1raRonda_Grupo1,2-0,Brasil,Yugoslavia,Fecha:01-Jul-1950
Mundial 1950,/partidos/1950_espana_inglaterra.php,1raRonda_Grupo2,1-0,España,Inglaterra,Fecha:02-Jul-1950
Mundial 1950,/partidos/1950_italia_paraguay.php,1raRonda_Grupo3,2-0,Italia,Paraguay,Fecha:02-Jul-1950
Mundial 1950,/partidos/1950_chile_estados_unidos.php,1raRonda_Grupo2,5-2,Chile,EstadosUnidos,Fecha:02-Jul-1950
Mundial 1950,/partidos/1950_suiza_mexico.php,1raRonda_Grupo1,2-1,Suiza,México,Fecha:02-Jul-1950
Mundial 1950,/partidos/1950_uruguay_bolivia.php,1raRonda_Grupo4,8-0,Uruguay,Bolivia,Fecha:02-Jul-1950
Mundial 1950,/partidos/1950_brasil_suecia.php,RondaFinal,7-1,Brasil,Suecia,Fecha:09-Jul-1950
Mundial 1950,/partidos/1950_uruguay_espana.php,RondaFinal,2-2,Uruguay,España,Fecha:09-Jul-1950
Mundial 1950,/partidos/1950_uruguay_suecia.php,RondaFinal,3-2,Uruguay,Suecia,Fecha:13-Jul-1950
Mundial 1950,/partidos/1950_brasil_espana.php,RondaFinal,6-1,Brasil,España,Fecha:13-Jul-1950
Mundial 1950,/partidos/1950_suecia_espana.php,RondaFinal,3-1,Suecia,España,Fecha:16-Jul-1950
Mundial 1950,/partidos/1950_uruguay_brasil.php,RondaFinal,2-1,Uruguay,Brasil,Fecha:16-Jul-1950
Mundial 1938,/partidos/1938_suiza_alemania.php,Octavos,1-1,Suiza,Alemania,Fecha:04-Jun-1938
Mundial 1938,/partidos/1938_italia_noruega.php,Octavos,2-1,Italia,Noruega,Fecha:05-Jun-1938
Mundial 1938,/partidos/1938_brasil_polonia.php,Octavos,6-5,Brasil,Polonia,Fecha:05-Jun-1938
Mundial 1938,/partidos/1938_hungria_indias_orientales.php,Octavos,6-0,Hungría,IndiasOrientalesHoland,Fecha:05-Jun-1938
Mundial 1938,/partidos/1938_checoslovaquia_holanda.php,Octavos,3-0,Checoslovaquia,Holanda,Fecha:05-Jun-1938
Mundial 1938,/partidos/1938_cuba_rumania.php,Octavos,3-3,Cuba,Rumania,Fecha:05-Jun-1938
Mundial 1938,/partidos/1938_francia_belgica.php,Octavos,3-1,Francia,Bélgica,Fecha:05-Jun-1938
Mundial 1938,/partidos/1938_suiza_alemania_2.php,Octavos,4-2,Suiza,Alemania,Fecha:09-Jun-1938
Mundial 1938,/partidos/1938_cuba_rumania_2.php,Octavos,2-1,Cuba,Rumania,Fecha:09-Jun-1938
Mundial 1938,/partidos/1938_cuba_suecia.php,Cuartos,0-8,Cuba,Suecia,Fecha:12-Jun-1938
Mundial 1938,/partidos/1938_hungria_suiza.php,Cuartos,2-0,Hungría,Suiza,Fecha:12-Jun-1938
Mundial 1938,/partidos/1938_italia_francia.php,Cuartos,3-1,Italia,Francia,Fecha:12-Jun-1938
Mundial 1938,/partidos/1938_brasil_checoslovaquia.php,Cuartos,1-1,Brasil,Checoslovaquia,Fecha:12-Jun-1938
Mundial 1938,/partidos/1938_brasil_checoslovaquia_2.php,Cuartos,2-1,Brasil,Checoslovaquia,Fecha:14-Jun-1938
Mundial 1938,/partidos/1938_hungria_suecia.php,Semis,5-1,Hungría,Suecia,Fecha:16-Jun-1938
Mundial 1938,/partidos/1938_brasil_italia.php,Semis,1-2,Brasil,Italia,Fecha:16-Jun-1938
Mundial 1938,/partidos/1938_brasil_suecia.php,3erPuesto,4-2,Brasil,Suecia,Fecha:19-Jun-1938
Mundial 1938,/partidos/1938_italia_hungria.php,Final,4-2,Italia,Hungría,Fecha:19-Jun-1938
Mundial 1934,/partidos/1934_suiza_holanda.php,Octavos,3-2,Suiza,Holanda,Fecha:27-May-1934
Mundial 1934,/partidos/1934_suecia_argentina.php,Octavos,3-2,Suecia,Argentina,Fecha:27-May-1934
Mundial 1934,/partidos/1934_italia_estados_unidos.php,Octavos,7-1,Italia,EstadosUnidos,Fecha:27-May-1934
Mundial 1934,/partidos/1934_hungria_egipto.php,Octavos,4-2,Hungría,Egipto,Fecha:27-May-1934
Mundial 1934,/partidos/1934_espana_brasil.php,Octavos,3-1,España,Brasil,Fecha:27-May-1934
Mundial 1934,/partidos/1934_checoslovaquia_rumania.php,Octavos,2-1,Checoslovaquia,Rumania,Fecha:27-May-1934
Mundial 1934,/partidos/1934_austria_francia.php,Octavos,3-2,Austria,Francia,Fecha:27-May-1934
Mundial 1934,/partidos/1934_alemania_belgica.php,Octavos,5-2,Alemania,Bélgica,Fecha:27-May-1934
Mundial 1934,/partidos/1934_checoslovaquia_suiza.php,Cuartos,3-2,Checoslovaquia,Suiza,Fecha:31-May-1934
Mundial 1934,/partidos/1934_austria_hungria.php,Cuartos,2-1,Austria,Hungría,Fecha:31-May-1934
Mundial 1934,/partidos/1934_italia_espana.php,Cuartos,1-1,Italia,España,Fecha:31-May-1934
Mundial 1934,/partidos/1934_alemania_suecia.php,Cuartos,2-1,Alemania,Suecia,Fecha:31-May-1934
Mundial 1934,/partidos/1934_italia_espana_2.php,Cuartos,1-0,Italia,España,Fecha:01-Jun-1934
Mundial 1934,/partidos/1934_checoslovaquia_alemania.php,Semis,3-1,Checoslovaquia,Alemania,Fecha:03-Jun-1934
Mundial 1934,/partidos/1934_italia_austria.php,Semis,1-0,Italia,Austria,Fecha:03-Jun-1934
Mundial 1934,/partidos/1934_austria_alemania.php,3erPuesto,2-3,Austria,Alemania,Fecha:07-Jun-1934
Mundial 1934,/partidos/1934_italia_checoslovaquia.php,Final,2-1,Italia,Checoslovaquia,Fecha:10-Jun-1934
Mundial 1930,/partidos/1930_estados_unidos_belgica.php,1raRonda_Grupo4,3-0,EstadosUnidos,Bélgica,Fecha:13-Jul-1930
Mundial 1930,/partidos/1930_francia_mexico.php,1raRonda_Grupo1,4-1,Francia,México,Fecha:13-Jul-1930
Mundial 1930,/partidos/1930_yugoslavia_brasil.php,1raRonda_Grupo2,2-1,Yugoslavia,Brasil,Fecha:14-Jul-1930
Mundial 1930,/partidos/1930_rumania_peru.php,1raRonda_Grupo3,3-1,Rumania,Perú,Fecha:14-Jul-1930
Mundial 1930,/partidos/1930_argentina_francia.php,1raRonda_Grupo1,1-0,Argentina,Francia,Fecha:15-Jul-1930
Mundial 1930,/partidos/1930_chile_mexico.php,1raRonda_Grupo1,3-0,Chile,México,Fecha:16-Jul-1930
Mundial 1930,/partidos/1930_estados_unidos_paraguay.php,1raRonda_Grupo4,3-0,EstadosUnidos,Paraguay,Fecha:17-Jul-1930
Mundial 1930,/partidos/1930_yugoslavia_bolivia.php,1raRonda_Grupo2,4-0,Yugoslavia,Bolivia,Fecha:17-Jul-1930
Mundial 1930,/partidos/1930_uruguay_peru.php,1raRonda_Grupo3,1-0,Uruguay,Perú,Fecha:18-Jul-1930
